BGD,Bangladesh,61.34614,61.94915,62.68087,67.79119,70.39011,70.82919,70.50447,65.69671,67.43894,67.08007,59.62672,60.5818
BRB,Barbados,20.03829,20.04643,27.81793,27.94658,27.98929,28.72188,26.84111,26.07501,24.61917,24.49108,23.1489,23.13993
BLR,Belarus,25.19035,23.00154,22.88607,22.77316,23.31878,23.13995,21.70759,20.67856,20.00149,20.28957,19.03623,19.04726
BLZ,Belize,25.26313,25.37212,27.07572,27.33362,27.4143,28.40965,26.50686,26.25522,23.89615,23.84591,22.48097,22.49903
BEN,Benin,39.34834,38.77519,38.78797,33.14255,32.62136,32.05052,33.16417,31.64802,30.18528,40.83546,39.40422,39.74976
BTN,Bhutan,37.1771,37.43123,36.95217,39.78274,39.65497,38.77345,38.70409,37.69268,36.52952,35.88962,33.69255,33.95557
BOL,Bolivia,25.39021,25.76716,27.36503,30.02403,31.04046,29.18144,27.89628,27.11868,25.72985,23.64304,22.30963,22.23571
BIH,Bosnia and Herzegovina,35.81201,33.91824,34.13573,34.88487,33.56461,35.52952,32.63229,31.20191,30.02573,30.83203,28.4727,28.6026
BWA,Botswana,25.61617,25.34418,25.1841,25.49218,25.73153,24.92287,25.23922,24.86629,24.23895,24.86712,23.65199,23.67802
BRA,Brazil,15.45155,15.59976,15.93974,15.67449,16.1341,16.19772,15.41592,14.75907,14.17422,13.7389,12.78547,12.82884
BRN,Brunei Darussalam,6.44366,6.48079,6.68944,7.0694,7.22044,7.16448,7.35001,6.51222,6.02944,6.33828,5.76848,5.75702
BGR,Bulgaria,28.67637,26.39074,25.33827,24.3186,23.62288,25.44274,23.3744,21.94858,21.61002,21.67672,20.18148,20.28975
BFA,Burkina Faso,45.98025,45.63399,45.37207,39.80252,38.16137,38.00042,37.93977,33.55557,34.87611,46.96575,43.49526,43.92465
BDI,Burundi,40.56,40.47972,40.38272,39.23144,37.82827,39.06109,41.29613,40.7274,39.72707,38.62336,39.017,39.00327
KHM,Cambodia,29.50403,29.73909,29.8484,31.41341,31.5127,31.07054,31.07473,30.42878,28.59801,27.32675,25.42756,25.53915
CMR,Cameroon,76.08366,74.82898,72.1505,66.26961,61.87267,59.21358,62.54647,59.36916,58.29008,76.13267,73.86702,74.93486
CPV,Cabo Verde,36.51713,36.42826,35.14881,29.97409,27.32254,31.40341,32.61647,31.37024,30.97844,37.14871,32.55358,33.70109
CAF,Central African Republic,54.19615,53.97322,53.47561,50.8,50.77156,51.60852,52.71746,51.88443,49.59224,57.87464,56.77797,57.22223
TCD,Chad,64.50606,64.0611,62.92685,59.73738,56.50536,55.68765,57.59585,55.49521,52.70567,68.11538,65.67592,66.25741
CHL,Chile,27.4469,28.21053,27.49149,27.40818,27.19477,28.59267,26.24838,25.4118,23.99826,23.72539,22.16609,22.13709
CHN,China (People's Republic of),58.9615,59.90655,61.35124,66.99273,70.40975,71.47993,64.46735,66.49567,60.52528,60.01398,53.13792,53.45372
COL,Colombia,20.26284,20.23903,20.78453,21.49354,21.80063,21.52666,21.14001,20.04309,18.84498,17.95165,16.9985,16.91747
COM,Comoros,24.08042,24.03398,21.74444,21.86484,21.01803,21.13467,21.1399,21.14227,21.19216,20.6456,20.35366,20.29387
COG,Congo,47.67734,47.3689,45.59529,42.8329,43.96408,44.27218,43.93055,45.07891,45.00433,44.97132,47.47106,47.43886
CRI,Costa Rica,18.44969,18.66415,19.7109,19.82595,19.51495,19.90392,19.58392,18.65269,17.86013,16.98939,15.93494,15.85286
CIV,Côte d'Ivoire,25.31224,25.12734,24.8131,21.77185,21.3244,22.8539,22.77987,21.45758,20.67161,26.98857,26.37999,26.46771
HRV,Croatia,21.64819,20.5018,21.23521,21.78639,20.73928,21.65123,19.73537,19.23496,18.27919,19.11256,17.65872,17.72149
CUB,Cuba,23.58625,23.54902,23.95317,23.96738,23.85034,24.4404,23.09024,22.37591,20.91656,20.88716,19.65372,19.63593
PRK,Democratic People's Republic of Korea,38.82939,38.70999,39.18504,39.66628,39.4513,39.65942,36.68006,37.68738,35.4536,37.78088,32.03953,32.42833
COD,Democratic Republic of the Congo,44.77945,44.56707,44.04668,42.45341,41.43792,41.87642,43.39882,43.3745,42.38747,44.58291,44.08097,44.31301
DJI,Djibouti,43.09408,42.79072,42.06342,40.53556,40.09374,42.13658,42.52943,42.50183,41.86389,47.66805,46.49869,47.09866
DMA,Dominica,21.46796,21.47135,22.94823,23.08225,23.20093,23.82571,22.2447,21.63315,20.45274,20.34144,19.24918,19.23952
DOM,Dominican Republic,15.54252,15.6155,16.74389,16.88698,16.935669999999998,17.34286,16.22987,15.72911,14.84532,14.86635,14.00529,14.02285
ECU,Ecuador,17.95684,18.19059,19.71126,20.85839,20.9653,20.52275,20.84647,19.21701,17.32958,16.83476,16.07391,15.85361
EGY,Egypt,74.88955,73.43587,72.76637,73.39152,77.90224,70.72968,73.48837,77.50645,76.34488,88.30329,85.43856,86.60764
SLV,El Salvador,30.76546,31.17654,32.12153,32.34264,31.47073,33.57182,31.4727,31.46898,27.5767,26.81108,24.96931,24.90166
GNQ,Equatorial Guinea,54.56965,53.93721,52.5064,46.16914,47.4026,47.67971,46.00419,44.38007,46.75787,53.60076,55.51752,55.62151
ERI,Eritrea,47.06574,46.72321,46.53185,46.00675,45.2112,45.66154,45.91164,46.86994,43.95205,49.07965,48.90531,48.91276
EST,Estonia,7.3848,6.9610900000000004,8.3655,8.55189,8.64197,8.51723,7.96305,7.54313,7.73599,7.09232,6.88554,6.84199
ETH,Ethiopia,36.13882,35.92009,35.69883,34.50132,35.38721,36.08137,36.2883,36.07312,35.42387,39.24354,38.5493,38.78116
FJI,Fiji,12.65096,12.67583,13.31589,13.31847,13.4154,13.61201,12.94121,12.21048,11.93149,11.6479,10.95927,10.70372
GAB,Gabon,45.9424,45.61684,43.7579,39.70326,41.79869,41.18657,40.78267,41.11295,42.14668,44.10181,45.55615,45.75431
GMB,Gambia,36.39473,36.20177,34.71012,30.36295,30.66437,29.58941,30.9668,29.44482,30.73496,36.98117,33.29927,34.20643
GEO,Georgia,26.97432,25.63277,26.04188,26.11175,26.50124,26.87644,25.25757,24.2029,23.14596,23.94359,22.0455,22.15483
GHA,Ghana,35.43819,35.02599,34.3947,27.62106,27.32013,28.30862,28.705,27.55132,25.77033,34.37018,34.9148,35.07234
GRD,Grenada,25.39067,25.4075,27.79131,27.9315,27.93196,28.67266,26.77472,25.99963,24.52197,24.42207,23.06362,23.06073
GTM,Guatemala,30.00882,30.49816,31.3118,31.49118,30.35342,31.9247,30.30728,30.48031,26.71333,25.74937,23.97902,23.97105
GIN,Guinea,24.40209,24.27165,23.72882,22.21645,22.23994,22.46584,22.9692,20.95859,21.09061,25.9645,24.68232,24.81071
GNB,Guinea-Bissau,31.25509,31.12459,30.19495,26.7217,27.13185,26.62058,26.9839,25.70857,26.23562,32.22759,29.47675,29.96029
GUY,Guyana,22.95754,22.97342,27.68551,27.8792,27.58913,28.32798,26.57176,25.73084,24.2283,24.18761,22.81253,22.82275
HTI,Haiti,15.85471,15.90913,18.7535,18.98151,19.11384,19.6115,18.31094,17.7733,16.78086,16.81293,15.83285,15.84877
HND,Honduras,26.88935,27.27068,27.53127,28.22997,27.59931,29.61501,27.62052,27.92041,23.80505,22.93926,21.26648,21.08948
IND,India,81.68808,82.30693,84.69884,89.24728,96.34674,97.19111,88.09092,91.98473,89.44603,88.64802,89.88269,90.2457
IDN,Indonesia,17.76117,17.8313,18.11363,19.18146,18.4647,18.23171,18.40013,17.08493,16.74728,16.82191,16.62931,16.70816
IRQ,Iraq,65.00603,64.37817,64.04401,62.86515,67.41719,66.24961,66.52124,63.6222,56.70113,66.99017,63.09981,62.50039
ISR,Israel,23.25068,23.01753,24.21463,22.77949,23.78346,23.65687,22.81231,22.70588,21.84987,22.27252,20.62678,20.8113
JAM,Jamaica,15.21366,15.23596,17.04991,17.11587,17.15154,17.55458,16.53094,15.98303,15.00821,15.01466,14.14179,14.14669
JOR,Jordan,33.62804,33.35035,33.19724,32.23878,33.22224,32.54191,32.42715,33.13353,32.78309,33.41103,32.61449,32.75142
KAZ,Kazakhstan,16.86033,15.9929,15.51696,15.52287,16.1847,16.52829,15.7618,15.53723,14.18254,14.60908,13.96735,13.96957
KEN,Kenya,28.59553,28.4841,28.25798,27.39153,28.02632,28.59419,29.15932,28.76373,28.83454,28.23844,28.30925,28.26605
KWT,Kuwait,62.82934,62.47692,61.28498,58.65253,62.24197,62.3786,63.6801,62.0101,55.44868,64.36511,60.61218,60.44517
KGZ,Kyrgyzstan,27.6157,26.70683,26.8069,26.62692,26.85727,27.62501,25.63591,25.54507,23.65541,24.41917,22.84853,22.93337
LAO,Lao People's Democratic Republic,27.20397,27.44958,28.38964,30.8789,32.0168,30.6099,30.92764,30.71191,29.13702,26.48857,25.5777,25.69418
LVA,Latvia,20.44904,18.73905,17.688110000000002,17.75161,17.91547,17.35451,16.37997,15.5543,15.70783,14.68759,14.23517,14.10963
LBN,Lebanon,32.30809,31.93004,31.16934,30.76308,31.40688,30.63292,30.6295,31.23587,31.24514,31.64924,30.98635,31.1494
LSO,Lesotho,31.32496,31.64339,31.52358,30.61213,32.63637,31.67694,31.46535,32.06479,33.38049,31.14441,28.4775,28.14714
LBR,Liberia,17.75037,17.63758,16.8773,15.81926,14.80432,16.01825,16.41993,15.25652,14.85123,18.12124,17.56124,17.66819
LBY,Libya,46.55157,45.92887,45.31487,47.26442,50.31,44.79314,44.4165,48.92425,47.76794,49.76922,53.13918,53.27054
LIE,Liechtenstein,16.47198,15.70122,19.26602,19.45382,19.21737,19.78489,18.60859,17.82669,17.20002,16.69811,15.3174,15.30111
LTU,Lithuania,16.3171,15.00356,14.55198,14.53255,14.97421,14.54603,13.7674,13.01484,12.85851,12.49352,11.93642,11.90224
MKD,North Macedonia,44.83852,42.21598,40.47037,39.09995,37.75223,41.73443,38.17382,35.49864,35.28857,35.27618,32.71038,32.98315
MDG,Madagascar,22.38496,22.31436,22.1251,23.08144,22.9041,23.33351,22.70215,23.9083,23.36211,22.97148,22.36961,22.39592
MWI,Malawi,26.68048,26.46705,26.44238,25.22705,25.17061,25.42368,26.14902,25.02918,25.32459,24.41097,23.65166,23.50127
MYS,Malaysia,16.87235,17.0698,18.03328,19.44459,18.9064,19.45979,19.48897,17.59742,17.10049,17.50042,15.95516,16.03565
MDV,Maldives,6.60751,6.60483,10.01915,10.16863,10.42457,10.61305,10.10943,9.5958,8.97049,8.47025,7.7308,7.67
MLI,Mali,40.96421,40.70034,39.94619,36.36214,36.0441,35.99265,36.40619,31.91892,33.77617,42.41006,39.22596,39.4566
MLT,Malta,16.40528,16.20871,16.44453,16.00136,16.37202,16.51354,15.33274,15.12213,14.36071,14.65287,13.71946,13.81512
MHL,Marshall Islands,11.1234,11.1203,13.1764,13.1943,13.374,13.4445,12.6189,12.4592,11.6088,11.3679,10.6496,10.7257
MRT,Mauritania,50.24592,49.98789,48.66013,41.33894,39.72053,40.72392,41.87991,39.72192,42.52832,49.91528,45.9216,47.0745
MUS,Mauritius,15.93441,15.924620000000001,15.70997,15.91061,15.63458,15.55753,15.65065,15.8762,15.72334,14.86748,14.83558,14.8634
FSM,Micronesia,12.1539,12.1843,13.7324,13.7413,13.6775,13.6691,12.859,12.728,11.9025,11.8569,11.0266,11.1414
MDA,Moldova,22.90605,20.95937,19.88338,19.38335,19.59549,20.27335,18.86162,17.78375,17.01331,17.35586,16.56759,16.57612
MNG,Mongolia,37.34036,36.40016,41.73817,41.60434,49.655,51.38437,48.4056,46.83023,43.89997,46.27494,42.83627,43.17646
MAR,Morocco,31.09854,30.98883,30.70875,30.73572,29.56647,28.73179,28.17719,29.39532,29.89208,32.23189,32.5327,32.68699
MOZ,Mozambique,23.1484,22.94118,22.82723,22.70332,22.82084,22.73316,22.98119,22.82315,22.6213,21.90793,21.38332,21.30045
MMR,Myanmar,37.28878,37.45148,40.44901,43.25809,44.09109,44.00993,42.83185,43.62311,40.91821,39.04356,36.29905,36.39681
NAM,Namibia,28.78275,28.33615,27.56505,27.57008,27.04992,27.10639,26.69217,27.0244,26.19398,26.44961,25.48496,25.48976
NRU,Nauru,NA,NA,2.60273,1.8,1.8,1.8,1.2,1.3,0.90572,1.5,NA,NA
NPL,Nepal,80.1464,80.76123,90.32223,91.13731,103.08176,102.07172,98.70473,98.69105,98.24372,97.76313,99.18209,99.88675
NIC,Nicaragua,22.487,22.78652,23.55729,23.82819,22.72482,23.40022,22.99258,22.37359,19.95491,18.96647,17.95188,17.93724
NER,Niger,88.22949,87.36085,87.45031,74.6421,71.87473,74.27868,71.36523,61.83236,60.49306,91.30798,94.05583,94.11647
NGA,Nigeria,71.65045,70.24402,68.79839,59.1931,53.35492,52.82125,55.81636,49.55559,49.1655,73.74509,69.11995,70.1165
OMN,Oman,40.71102,40.5728,40.09829,39.59473,38.64392,39.3796,40.38739,40.12275,38.4302,42.70672,41.28791,41.69611
PAK,Pakistan,62.07386,62.30416,63.35263,64.2634,68.93528,68.92924,63.65001,62.42097,60.15425,61.80385,60.01373,60.31662
PAN,Panama,13.1765,13.22536,14.30167,14.18063,14.10429,14.33804,14.03887,13.44353,12.92053,12.48661,11.48191,11.45814
PNG,Papua New Guinea,14.47856,14.50048,14.97749,14.66766,15.01703,15.42227,15.09055,14.09513,13.19149,13.24193,12.65418,12.41087
PRY,Paraguay,14.27238,14.36471,14.36593,15.16004,15.18684,14.92917,14.20825,13.26181,12.8652,13.28752,12.00089,12.04507
PER,Peru,27.66693,29.03369,31.75366,32.83602,33.42948,33.43745,31.74394,31.04621,28.84272,27.02309,26.10735,26.03583
PHL,Philippines,20.42172,20.52055,22.31534,22.75892,23.26161,22.7429,22.39812,21.14424,20.20149,19.47157,18.18781,18.17468
QAT,Qatar,97.6778,97.009,94.62945,96.15747,82.94029,80.83203,88.27248,87.66884,77.95279,94.29563,88.48819,89.72286
ROU,Romania,20.30069,18.48513,17.90637,17.38993,17.37133,18.13114,16.57771,15.76074,15.15668,15.49321,14.64014,14.6146
RUS,Russia,20.55685,19.10369,19.06392,18.92778,19.49925,19.21395,18.30486,17.77876,16.50795,16.85602,16.18702,16.17072
RWA,Rwanda,44.186,44.10913,43.85015,41.75593,41.13743,41.72522,45.27451,43.92714,42.88814,42.087,43.37948,43.27236
LCA,Saint Lucia,24.04138,24.10661,26.58323,26.75773,26.92241,27.601680000000002,25.8144,25.07878,23.69462,23.58774,22.30288,22.30962
VCT,Saint Vincent and the Grenadines,21.31616,21.33611,27.48273,27.57996,27.575,28.26556,26.41447,25.64478,24.19971,24.08943,22.76232,22.75627
WSM,Samoa,13.7935,13.7885,14.2486,14.2988,14.1502,14.4518,13.4582,13.3367,12.5755,12.2833,11.5938,11.7098
SMR,San Marino,18.2401,17.8584,17.484,17.4957,17.2449,17.8965,16.5781,16.0941,15.3944,15.4018,14.3101,14.3671
STP,Sao Tome and Principe,36.74455,36.52464,30.20105,28.88345,26.6208,27.43697,25.74278,27.13317,27.36204,27.96518,28.39116,28.38286
SAU,Saudi Arabia,84.39976,83.7473,83.43883,81.50582,87.28471,86.88459,91.45793,89.52731,79.90519,103.19324,89.9967,92.36789
SEN,Senegal,42.75617,42.56153,41.6103,35.73853,34.80469,34.76777,36.39903,34.905,37.38109,44.35833,39.32887,40.68125
SYC,Seychelles,24.07481,24.05234,21.86951,21.93963,21.28722,21.77414,21.68445,21.14644,21.15685,20.27043,20.57269,20.41034
SLE,Sierra Leone,21.04449,20.96086,20.26591,18.96209,18.23262,19.17732,19.92648,18.11009,17.96109,22.09809,21.35094,21.44909
SGP,Singapore,17.87501,18.04958,19.73219,21.22971,21.33424,20.09103,21.57594,19.47364,18.06684,21.40188,19.42885,19.72147
SVN,Slovenia,21.3799,20.15176,19.61586,19.86211,19.014,19.86508,17.99879,17.82317,17.02368,17.52007,16.14072,16.25411
SLB,Solomon Islands,12.812,12.861,13.815,14.1541,13.9031,14.2441,13.3019,12.5158,12.1638,12.4396,11.8687,11.565
SOM,Somalia,31.85749,31.78662,31.55518,29.77776,30.12537,30.51263,30.89671,30.14588,30.15917,31.77845,32.2887,32.31047
ZAF,South Africa,26.06755,26.19402,26.43613,25.93705,27.03477,26.65404,26.5305,26.60529,26.53191,25.8681,24.99192,24.95864
LKA,Sri Lanka,28.56842,28.66138,30.58494,31.10129,30.79598,31.29746,29.79453,28.93341,27.15613,25.61748,14.37447,11.34552
SDN,Sudan,53.34959,53.02612,52.46112,51.92949,50.44792,51.20807,51.38158,51.24384,48.00584,58.08524,56.78116,56.99521
SUR,Suriname,30.25568,30.28564,31.06974,31.24341,31.16722,32.04772,30.14075,29.12339,27.41519,27.33201,25.75735,25.75323
SWZ,Eswatini,18.61308,18.59219,18.41568,18.27507,18.41135,18.08555,18.03523,18.26988,17.95565,17.83672,17.20661,17.19315
SYR,Syrian Arab Republic,43.14871,42.52437,42.47435,40.49603,42.9621,41.60923,41.64679,42.52161,42.00544,44.9207,43.96978,44.24641
TJK,Tajikistan,55.77806,53.1523,53.70499,52.40102,53.20374,57.72223,51.94723,50.68889,48.61762,50.31977,46.60331,46.97231
TZA,Tanzania,29.47303,29.35105,28.95597,28.32883,28.28649,28.77032,29.66925,29.67957,29.06106,27.84181,28.41141,28.336
THA,Thailand,30.56628,30.78688,31.05364,31.76593,31.63713,31.44472,31.67575,31.40971,29.55148,27.26537,26.26959,26.33683
TLS,Timor-Leste,23.71565,23.72739,23.93893,24.03641,24.25482,24.90539,23.21984,22.61077,21.24261,21.59563,20.29761,20.32858
TGO,Togo,38.69794,38.18585,37.30774,31.18146,30.23012,30.27138,31.00659,29.67281,28.24706,37.72783,36.84252,37.13062
TON,Tonga,11.0393,11.0439,12.9146,12.8671,13.2037,13.022,12.293,11.9819,11.6571,11.3374,10.724,10.5421
TTO,Trinidad and Tobago,26.75099,26.78105,29.02539,29.28379,29.18817,30.06279,28.05243,27.17874,25.61684,25.52393,24.15328,24.1692
TUN,Tunisia,37.04492,36.6035,35.86088,34.10043,35.66684,34.11286,33.2839,35.55673,35.31076,36.21296,38.14996,38.15849
TKM,Turkmenistan,26.84804,26.57922,25.94193,25.08414,25.77848,26.88708,24.6421,24.20749,22.98193,24.02657,22.57879,22.64587
TUV,Tuvalu,NA,NA,2.1294400000000002,1.8552,1.20373,1.51663,1.16813,1.08535,1.13182,1.37634,NA,NA
UGA,Uganda,48.00757,47.81329,47.31817,45.12179,45.05544,46.75428,48.55822,47.78235,47.05847,49.25251,50.43938,50.53365
UKR,Ukraine,28.16855,25.64035,24.68999,24.15916,23.98277,24.92005,22.93833,21.9633,20.76782,21.60292,20.68093,20.69818
ARE,United Arab Emirates,39.79089,39.6156,38.94253,38.45091,38.42097,38.506100000000004,39.53375,39.21337,37.10861,42.29151,40.25735,40.64907
URY,Uruguay,10.67775,10.7178,11.29694,10.86347,10.99536,11.54488,10.60981,10.37375,9.84949,9.53383,9.08662,9.07625
UZB,Uzbekistan,38.31498,36.71774,35.38113,34.79456,35.31725,37.26758,34.4109,33.79818,31.77557,32.97077,31.4066,31.45703
VUT,Vanuatu,12.57853,12.62074,13.7459,13.85773,14.08581,13.93591,13.23077,12.82516,12.09392,12.3754,11.56798,11.49806
VEN,Venezuela,21.49568,21.28531,22.3881,22.43718,22.82095,22.61438,22.21256,21.0397,19.54532,19.17222,17.45673,17.39899
VNM,Vietnam,35.94704,36.22296,36.34048,38.0482,39.13001,38.93973,37.34854,36.70261,34.62152,32.55993,30.30778,30.3312
YEM,Yemen,50.06723,49.78786,49.5496,46.35852,46.20491,49.95582,51.98188,51.20997,47.78693,54.62559,50.58668,51.63549
ZMB,Zambia,31.68323,30.93146,30.54155,29.11694,28.87954,28.92083,29.42899,29.13463,28.71523,28.50506,27.74189,27.74442
ZWE,Zimbabwe,23.92766,23.36164,23.17402,22.91417,22.97476,22.92004,23.259,22.86794,22.96328,22.18765,21.89786,21.82037
SRB,Serbia,30.85338,29.0237,29.51981,29.75902,29.57478,31.70719,28.85577,27.15739,26.46927,26.90172,25.01658,25.05095
MNE,Montenegro,29.6711,28.35334,27.76629,27.63628,26.1607,27.96999,26.01129,24.39852,23.26051,24.05459,22.22353,22.29501
SSD,South Sudan,46.76157,46.58109,45.96587,44.66899,43.06313,44.35625,44.17551,43.76677,41.72696,48.7703,46.40373,46.83591
KIR,Kiribati,11.1604,11.1612,13.8842,13.9384,14.0679,14.3832,13.3012,13.0227,12.1364,11.914,11.3178,11.3511
VAT,Holy See,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCO,Monaco,10.4858,10.1941,15.4476,15.6047,15.6245,16.2908,14.7553,14.3388,13.3913,13.6417,12.5568,12.5464
NFK,Norfolk Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRN,Iran,39.06871,38.65057,38.99139,38.19342,38.91465,38.45263,38.80363,38.42392,38.27532,39.97714,39.19964,39.32537
ASM,American Samoa,12.4854,12.4854,15.9997,16.0394,15.8874,16.2137,15.1293,14.8974,14.0469,13.7552,13.0605,13.1646
MNP,Northern Mariana Islands,11.4514,11.449,14.5029,13.9963,13.9998,14.3004,13.4112,12.8419,12.0594,12.5765,11.7329,11.7043
GUM,Guam,11.792,11.7893,15.3507,14.8228,14.9392,15.1805,14.2577,13.7732,12.9509,13.5019,12.5552,12.5503
GRL,Greenland,13.86786,13.79049,15.23154,15.06397,14.9706,15.28698,14.38026,13.96142,13.42533,12.98754,12.55734,12.49907
MSR,Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUF,French Guiana,22.56622,22.63884,23.00253,22.36932,22.52203,22.98397,22.13641,21.13948,19.96489,20.01609,18.67822,18.74312
FRO,Faeroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP,Cyprus,19.42981,19.15801,20.93244,20.35955,20.52215,20.60061,19.8866,19.19752,18.95962,19.77939,17.548,17.75193
TCA,Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPM,Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCL,New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
